
29,"ул.Конюшковская, напротив д. 26, г. Москва",55.758399,37.578471,2016-08-31 01:52,ЦОДД,Стрелка Плюс
30,"МКАД, 92 км 650 м, П-опора, внутренняя сторона, г. Москва",55.88862,37.713406,2021-08-13 04:07,ЦОДД,Кречет-С
31,"МКАД, 85 км 50 м, П-опора, внешняя сторона, г. Москва",55.907204,37.598648,2014-02-02 01:22,Частный владелец,Стрелка-СТ NEW
32,"МКАД, 84 км 540 м, Г-опора, внешняя сторона, г. Москва",55.909331,37.591226,2006-06-07 18:54,ЦОДД,Стрелка-СТ NEW
33,"Маршала Жукова просп.,съезд на улицу Крылатская, из центра, г. Москва",55.772573,37.423255,2001-02-11 10:47,ГИБДД,Стрелка-СТ NEW
34,"МКАД, 77 км 900 м, П-опора, внешняя сторона, г. Москва",55.891429,37.494656,2019-01-21 16:51,ЦОДД,Стрелка-СТ NEW
35,"МКАД, 107 км 500 м, П-опора, внутренняя сторона, г. Москва",55.785746,37.841583,2014-06-16 23:03,ЦОДД,Автоураган
36,"МКАД, 105 км 530 м, П-опора, внутренняя сторона, г. Москва",55.802835,37.839687,2020-05-10 03:42,ЦОДД,Кордон
37,"МКАД, 65 км 280 м, напротив МГО №123, внешняя сторона, г. Москва",55.812613,37.389325,2009-11-10 01:25,МВД,Кречет-С
38,"МКАД, 6 км 50 м, П-опора, внешняя сторона, г. Москва",55.725595,37.839965,2021-06-01 06:33,ГИБДД,Стрелка-СТ
39,"МКАД, 3 км 820 м, Г-опора, внешняя сторона, г. Москва",55.742773,37.842119,2013-10-01 21:34,ГИБДД,Кордон
40,"МКАД, 60 км 500 м, П-опора, внутренняя сторона, г. Москва",55.771488,37.369692,2005-02-03 19:50,ЦОДД,Кречет-С
41,"МКАД, 25-й км, внутренняя сторона, съезд с Каширского ш., МГО № 042, г. Москва",55.588909,37.721661,2007-09-09 06:03,ЦОДД,Стрелка-СТ
42,"МКАД, 20км 170 м, П-опора, внешняя сторона, г. Москва",55.613049,37.774109,2017-01-24 11:53,ЦОДД,Кречет-С
43,"МКАД, 73 км 265 м, напротив МГО №378, внутренняя сторона, г. Москва",55.876011,37.426863,2019-07-24 10:17,ЦОДД,Кордон
44,"ул.Моховая, д.15/1, г. Москва",55.756321,37.614136,2014-10-06 03:03,ЦОДД,Автоураган
45,"ТТК, внешняя сторона, Беговая ул., д. 5, МГО № 0515, г. Москва",55.77687,37.555446,2014-10-18 20:37,ЦОДД,Стрелка-СТ
46,"ул.Васильевская, д.11 по 1-ой Тверской-Ямской ул., к 1-ой Тверской-Ямской ул., г. Москва",55.772815,37.590058,2019-01-07 13:14,ЦОДД,Стрелка Плюс
47,"ул.Захарьинские Дворики, д.1, к.1, г. Москва",55.504128,37.57508,2016-04-14 05:17,ЦОДД,Стрелка-СТ
48,"ФАД М-9 Балтия, 18км 885м, из центра",55.798291,37.345493,2008-07-05 00:03,Частный владелец,Стрелка-СТ NEW
49,"Новорижское ш., 17км 320м, Г-опора, в центр, г. Москва",55.79077,37.366439,2019-06-09 03:08,ЦОДД,Стрелка-СТ NEW
50,"Ленинградский просп., д.68, из центра (въезд в Волоколамский тоннель), г. Москва",55.803122,37.522453,2003-10-24 22:52,ГИБДД,Кречет-С
51,"ФАД А-101, Москва-Рославль, 36 км 700 м, МГО № 919, Десеновское п-е, г. Москва",55.497491,37.330784,2009-05-20 06:06,ЦОДД,Стрелка-СТ
52,"МКАД, 27км 660м, напротив МГО № 243, внутренняя сторона, г. Москва",55.57352,37.680253,2003-07-12 23:14,ЦОДД,Кордон
53,"Волоколамское ш., в районе д.2, с.3 по ул.Свободы, из центра, г. Москва",55.82044,37.450501,2001-03-11 12:22,ГИБДД,Стрелка-СТ NEW
54,"Волоколамское ш., д.10, из центра, г. Москва",55.808557,37.497515,2009-03-09 23:37,ЦОДД,Стрелка-СТ
55,"ТТК, внешняя сторона, у д. 2 стр. 5 по Переведеновскому пер., МГО № 005, г. Москва",55.775698,37.682815,2006-12-23 19:49,ЦОДД,Стрелка Плюс
56,"ТТК, внешняя сторона, напротив д. 11 стр. 24 по ул. Золоторожский Вал, г. Москва",55.751092,37.696718,2003-01-23 11:27,ЦОДД,Стрелка-СТ NEW
57,"Энтузиастов ш., д.47, в центр, г. Москва",55.771084,37.816322,2009-05-19 06:51,ЦОДД,Стрелка-СТ NEW
58,"Энтузиастов ш., д.86, с.3, из центра, МГО № 314, г. Москва",55.766565,37.794287,2009-12-25 05:35,Частный владелец,Стрелка Плюс
59,"Энтузиастов ш., напротив д. 47, МГО № 388, из центра, г. Москва",55.770637,37.815188,2016-03-02 09:44,МВД,Стрелка Плюс
60,"МКАД, 65 км 500м, Г-опора, внутренняя сторона, г. Москва",55.814527,37.390342,2017-08-03 18:41,ЦОДД,Стрелка-СТ
61,"МКАД, 72 км 650 м, Г-опора, внутренняя сторона, г. Москва",55.873396,37.418551,2001-07-02 06:58,ЦОДД,Автодория
62,"ул.Полянка Б., д.3/9, г. Москва",55.742154,37.615957,2012-05-18 11:34,ЦОДД,Стрелка-СТ NEW
63,"Варшавское ш., у д.8, к.5 по Каширскому шоссе, в центр, МГТ № 204, г. Москва",55.66755,37.623699,2009-06-28 02:42,ЦОДД,Стрелка-СТ NEW
64,"МКАД, 48км, Г-опора, внешняя сторона, г. Москва",55.666252,37.428875,2018-01-20 01:42,ЦОДД,Автодория
65,"ул.Тверская-Ямская 1-Я, д.1/2 по ул.Лесная, г. Москва",55.776615,37.585264,2001-05-28 06:56,ЦОДД,Стрелка-СТ
66,"ул.Косыгина,  к Мичуринскому пр-ту, МГТ № 154, г. Москва",55.713535,37.537204,2014-03-20 05:37,ЦОДД,Стрелка-СТ
67,"ул.Косыгина, д.67, с.2, к Мичуринскому пр-ту, г. Москва",55.718043,37.534842,2006-02-23 19:26,ЦОДД,Кордон
68,"МКАД, 0км 650м, Г-опора, внутренняя сторона, г. Москва",55.773124,37.842907,2015-03-19 23:29,ЦОДД,Стрелка-СТ NEW
69,"МКАД, 0км 800м, П-опора, внешняя сторона, г. Москва",55.771587,37.8435,2018-04-10 15:30,ЦОДД,Стрелка-СТ NEW
70,"МКАД, 6км 600м, Г-опора, внешняя сторона, г. Москва",55.720864,37.839477,2018-07-10 07:35,Частный владелец,Стрелка-СТ
71,"Алабяно-Балтийский тоннель, Алабяна ул., д.7, г. Москва",55.801958,37.507503,2014-02-18 04:36,МВД,Кречет-С
72,"МКАД, 31км 420м, П-опора , внутренняя сторона, г. Москва",55.574849,37.619166,2011-08-17 20:59,МВД,Автодория
73,"Киевское ш., 62км 930м, МГО№017, из области, рп Киевский, Киевский п-е, г. Москва",55.433688,36.867171,2002-09-12 03:02,ГИБДД,Стрелка Плюс
74,"Варшавское ш., вл. 166В, стр.1, из центра, г. Москва",55.567629,37.597659,2004-12-21 12:12,ЦОДД,Стрелка-СТ
75,"Пролетарский просп., д.12/25, г. Москва",55.644758,37.655972,2011-02-14 05:03,ЦОДД,Стрелка-СТ
76,"МКАД,101 км 775м, П-опора, внутренняя сторона, г. Москва",55.83308,37.82174,2011-04-04 15:15,ЦОДД,Стрелка-СТ NEW
77,"МКАД, 34 км 860 м, П-опора, внешняя сторона, г. Москва",55.582476,37.566263,2014-11-09 13:54,ЦОДД,Стрелка-СТ NEW
78,"МКАД, 31 км 820 м, П-опора, внешняя сторона, г. Москва",55.575013,37.612032,2005-02-18 00:21,ЦОДД,Кречет-С
79,"МКАД, 21 км 135 м, П-опора, внешняя сторона, г. Москва",55.60674,37.762561,2001-12-26 18:44,ЦОДД,Стрелка-СТ NEW
80,"ул.Тверская, д.25, в центр, г. Москва",55.767843,37.599298,2020-02-06 18:30,ЦОДД,Стрелка-СТ NEW
81,"Варшавское ш., д.128, к.1, г. Москва",55.622885,37.614848,2018-01-04 15:12,ЦОДД,Автодория
82,"ул.Ельнинская, д. 25, к.3 по Ярцевской ул., к Ярцевской ул., г. Москва",55.741903,37.415138,2007-07-08 03:32,ЦОДД,Стрелка-СТ
83,"ул.Чаянова, д.27 по 2-ой Тверской-Ямской ул., к 1-ой Тверской-Ямской ул., г. Москва",55.77345,37.591033,2007-09-12 16:31,ЦОДД,Автодория
84,"Северо-Восточная хорда, д. 34, к.3 по Окружному проезду, к ш. Энтузиастов, г. Москва",55.76759,37.747151,2020-10-26 08:23,ЦОДД,Кордон
85,"Павелецкая наб., напротив д. 8, г. Москва",55.708824,37.647073,2004-04-01 07:25,МВД,Автодория
86,"Северо-Западный (Серебряноборский) тоннель, напротив д.15, с.6 по ул. Маршала Прошлякова, в центр, г. Москва",55.787361,37.385053,2010-10-09 00:48,ЦОДД,Кордон
87,"а/д ""Рассказовка-М-3""Украина"", напротив д.6 по б-ру Андрея Тарковского, д. Рассказовка, Внуковское п-е, г. Москва",55.625176,37.337603,2001-04-13 07:51,ЦОДД,Автодория
88,"Северо-Восточная хорда, д. 2А, стр.1 по ул. Вернисажная, к Щелковскому ш., г. Москва",55.79453,37.74696,2010-04-09 02:06,ЦОДД,Стрелка-СТ NEW
89,"Волоколамское ш., д.7, в центр, г. Москва",55.807818,37.501006,2007-07-13 16:26,ЦОДД,Кречет-С
90,"Проектируемый проезд №7157, д.171, с.1 СНТ Филатов Луг, Сосенское п-е, г. Москва",55.593165,37.408095,2005-04-18 01:42,ЦОДД,Автодория
91,"МКАД, 104км 500м, напротив МГО № 266, внешняя сторона, г. Москва",55.811864,37.839312,2007-12-12 00:18,ЦОДД,Стрелка-СТ
92,"Киевское ш., 63км 150м, МГО № 032, в область, рп Киевский, Киевский п-е, г. Москва",55.431871,36.863905,2013-08-07 12:33,ЦОДД,Автоураган
93,"ул.Черкизовская Б., д.16/2, г. Москва",55.798,37.727943,2018-11-16 23:50,ЦОДД,Кречет-С
94,"МКАД, 7 км 330 м, П-опора, внешняя сторона, г. Москва",55.713349,37.838054,2008-09-05 13:55,ЦОДД,Стрелка-СТ
95,"МКАД, 13 км 670 м, Т-опора, внутренняя сторона, г. Москва",55.657392,37.838875,2003-07-30 22:33,ЦОДД,Стрелка-СТ NEW
96,"Комсомольская пл., д.5А, в центр, г. Москва",55.77571,37.656316,2006-05-13 09:55,ЦОДД,Стрелка-СТ NEW
97,"Липецкая ул. -МКАД (после съезда с внешнего кольца на Липецкую ул.),в центр, г. Москва",55.575305,37.688955,2009-10-25 06:46,ГИБДД,Стрелка Плюс
98,"Орликов пер., д. 11/1 по ул. Садовая-Спасская, г. Москва",55.770014,37.64643,2021-02-12 16:56,ЦОДД,Стрелка-СТ NEW
99,"ул.Липецкая, вл. 23, в центр, г. Москва",55.578022,37.686002,2013-03-22 06:10,ЦОДД,Стрелка Плюс
100,"ул.Талдомская, д.4, г. Москва",55.872797,37.521075,2004-07-28 05:32,ЦОДД,Стрелка-СТ NEW
101,"МКАД, 102км 650м, Г-опора, внутренняя сторона, г. Москва",55.827504,37.831656,2021-03-31 14:29,ГИБДД,Кордон
102,"МКАД, 75 км, внешняя сторона, съезд на Ленинградское ш., г. Москва",55.882537,37.449186,2005-04-20 14:12,ЦОДД,Кречет-С
103,"МКАД, 0км 500м, П-опора, внутренняя сторона, г. Москва",55.774396,37.842765,2004-03-30 10:55,ЦОДД,Стрелка-СТ
104,"МКАД 90 км, внутренняя сторона, 370 метров до съезда 90, г. Москва",55.895538,37.663284,2014-07-13 14:32,ЦОДД,Автодория
105,"ул.Лобачевского, д.76А по проспекту Вернадского, г. Москва",55.670911,37.493816,2005-09-16 12:05,ЦОДД,Стрелка Плюс
106,"МКАД, 83км 575м, П-опора, внутренняя сторона, г. Москва",55.910878,37.576254,2004-08-06 21:07,ЦОДД,Кречет-С
107,"Апакова проезд, д.1, к.1 по Калужской площади, г. Москва",55.727729,37.610832,2013-07-23 16:24,ЦОДД,Кречет-С
108,"МКАД, 64км 940м, напротив МГО № 118, внутренняя сторона, г. Москва",55.80954,37.388856,2019-06-03 03:31,ЦОДД,Кречет-С
109,"МКАД, 37км 840м, П-опора, внешняя сторона, г. Москва",55.593005,37.522135,2003-06-24 10:34,ЦОДД,Автоураган
110,"Энтузиастов ш., напротив д. 86 стр. 3, в центр, г. Москва",55.766626,37.793918,2010-10-02 13:41,ЦОДД,Кречет-С
111,"ул.Академическая Б., д.28, г. Москва",55.82839,37.530606,2004-08-02 05:48,ЦОДД,Стрелка-СТ NEW
112,"ул.Академическая Б., д.25, г. Москва",55.827361,37.529994,2004-05-12 09:37,ГИБДД,Стрелка-СТ
113,"Кутузовский просп., д.9, к.1, в центр, г. Москва",55.748812,37.561232,2010-10-04 20:58,ЦОДД,Стрелка-СТ
114,"Кутузовский просп., д.24, из центра, г. Москва",55.744675,37.546778,2003-10-25 23:15,ЦОДД,Стрелка-СТ
115,"ул.Косыгина, у д. 4, к.1, с.4 по проспекту Вернадского, г. Москва",55.706828,37.547108,2002-01-21 23:10,ЦОДД,Стрелка-СТ NEW
116,"ул.Косыгина, напротив д. 4, к.1, с.4 по проспекту Вернадского, г. Москва",55.707233,37.547264,2020-08-29 23:29,ЦОДД,Стрелка-СТ NEW
117,"Севастопольский просп., д.52, с.3 по ул. Обручева, из центра, г. Москва",55.647401,37.562171,2004-08-17 16:15,ЦОДД,Стрелка-СТ NEW
118,"ул.Косыгина, д.4, г. Москва",55.707561,37.570475,2008-11-28 20:05,ЦОДД,Стрелка-СТ
119,"ул.Поляны, вл.59, с.1, г. Москва",55.550432,37.543246,2015-07-02 20:10,ЦОДД,Кречет-С
120,"Севастопольский просп., д.46, к.1, из центра, г. Москва",55.653599,37.567781,2010-09-13 13:38,ЦОДД,Стрелка-СТ NEW
121,"Ленинский просп., д.82, из центра, г. Москва",55.680709,37.534187,2016-12-04 15:29,ЦОДД,Стрелка-СТ
122,"Севастопольский просп., напротив д. 37, из центра, г. Москва",55.674115,37.589722,2007-10-05 17:09,Частный владелец,Стрелка Плюс
123,"Севастопольский просп., напротив вл.101, с.1, из центра, г. Москва",55.621767,37.542474,2002-01-16 22:53,ЦОДД,Стрелка-СТ
124,"ул.Народного Ополчения, д.32, П-опора, г. Москва",55.784948,37.482335,2010-10-02 12:52,ГИБДД,Стрелка Плюс
125,"ул.Пироговская Б., напротив д. 9А, стр.1, г. Москва",55.735682,37.579508,2016-01-02 01:03,ЦОДД,Стрелка Плюс
126,"ул.Большая Татарская, д.30, с.8, г. Москва",55.738518,37.634085,2014-04-04 15:24,ЦОДД,Стрелка-СТ
127,"ул.Обручева, д.35, к.1, г. Москва",55.650885,37.554899,2011-06-30 10:52,ЦОДД,Кордон
128,"Косинское шоссе, П-опора, напротив МГО N107, от Новоухтомского шоссе, г. Москва",55.708214,37.861644,2004-06-26 12:47,ЦОДД,Стрелка-СТ NEW
129,"Нахимовский просп., д.47, к.1, г. Москва",55.675985,37.567923,2019-03-03 15:51,МВД,Кордон
130,"ул.Лавочкина, д.54, к.2, г. Москва",55.864933,37.485629,2012-10-20 15:13,ЦОДД,Стрелка-СТ NEW
131,"ул.Косыгина, д.17, к.8, г. Москва",55.705914,37.557011,2019-02-15 08:51,ЦОДД,Стрелка Плюс
132,"Варшавское ш., д.7, стр.19 по ул. Грина, г. Москва",55.565999,37.597612,2007-06-23 08:09,ЦОДД,Автоураган
133,"Новорязанское ш., Жулебинская эстакада, из центра, МГО № 091",55.676338,37.85592,2003-06-19 18:52,ЦОДД,Стрелка-СТ
134,"Варшавское ш., д.60, из центра, г. Москва",55.661758,37.619307,2015-12-08 21:44,ЦОДД,Кречет-С
135,"Фрунзенская наб., напротив д.12, в центр, г. Москва",55.732067,37.595302,2012-03-24 01:43,ЦОДД,Автодория
136,"Мичуринский просп., напротив д.29, к.3 по ул. Озерная, в центр, г. Москва",55.671646,37.45401,2011-02-19 03:40,ЦОДД,Стрелка Плюс
137,"Щелковское шоссе, д. 46, из центра, г. Москва",55.809952,37.793069,2007-01-20 04:47,ЦОДД,Кречет-С
138,"Балаклавский просп., д.38, г. Москва",55.646768,37.575924,2010-12-31 18:05,ЦОДД,Стрелка Плюс
139,"ул.Беломорская, д.1Б, с.1, г. Москва",55.863009,37.469117,2004-02-18 02:29,ЦОДД,Кречет-С
140,"Фрунзенская наб., д.22, с.2, г. Москва",55.725543,37.589882,2020-12-21 22:26,ЦОДД,Стрелка-СТ NEW
141,"Вернадского просп., напротив д. 101, к.1, из центра, г. Москва",55.667343,37.487306,2008-03-09 13:36,ЦОДД,Стрелка-СТ NEW
142,"Вернадского просп., напротив д.119, из центра, г. Москва",55.657879,37.480723,2014-05-14 15:21,ЦОДД,Стрелка-СТ NEW
143,"Мичуринский просп., д.13 по ул. Олимпийская деревня, в центр, г. Москва",55.674652,37.460486,2019-06-14 16:54,ЦОДД,Стрелка-СТ
144,"Щелковское шоссе, д. 68, из центра, г. Москва",55.810369,37.807374,2001-06-05 22:31,Частный владелец,Стрелка-СТ
145,"Рязанский просп., д.51, в центр, г. Москва",55.724267,37.766101,2010-08-04 18:36,ГИБДД,Автоураган
146,"Мира просп., д.81, в центр, г. Москва",55.801046,37.635657,2017-06-24 14:31,ЦОДД,Стрелка-СТ NEW
147,"Воробьевское ш., д.42 по ул. Косыгина, в центр, г. Москва",55.727681,37.538678,2004-02-17 22:34,ЦОДД,Стрелка Плюс
148,"Ленинский просп., д.16, из центра, г. Москва",55.718599,37.596091,2003-04-27 19:44,ЦОДД,Стрелка-СТ NEW
149,"ул.Садовническая, д.79, г. Москва",55.73508,37.643859,2006-10-22 03:28,ГИБДД,Стрелка-СТ NEW
150,"ул.Голубинская, напротив вл. 23, г. Москва",55.597644,37.532403,2005-07-06 13:05,ЦОДД,Стрелка Плюс
151,"Щелковское ш., вл.12, к.3, из центра, г. Москва",55.80637,37.76807,2004-05-01 19:13,МВД,Кордон
152,"ул.Барышиха, напротив д.6, г. Москва",55.839854,37.366937,2021-03-05 15:10,ЦОДД,Стрелка-СТ NEW
153,"Коломенский проезд, напротив д. 10А, г. Москва",55.666083,37.650196,2007-09-24 20:27,ЦОДД,Кречет-С
154,"ул.Полярная, д.16, к.1, г. Москва",55.87626,37.63697,2001-10-11 06:27,ГИБДД,Стрелка Плюс
155,"ул.Молодогвардейская, у д. 21, к.1, г. Москва",55.733752,37.421099,2019-07-06 09:54,ГИБДД,Стрелка-СТ NEW
156,"ул.Енисейская, д.22, к.2, из центра, г. Москва",55.86891,37.66432,2006-10-04 14:27,ЦОДД,Автодория
157,"Мира просп., д.74, с.1, из центра, г. Москва",55.789544,37.63504,2018-12-26 07:01,ЦОДД,Стрелка-СТ
158,"ул.Молодогвардейская, д.58, г. Москва",55.734046,37.393535,2009-02-09 20:51,ЦОДД,Стрелка-СТ
159,"ул.Академическая Б., вл. 43, г. Москва",55.83406,37.534,2015-11-23 21:39,ГИБДД,Автодория
160,"ул.Богородский Вал, пересечение с наб.Ганнушкина, г. Москва",55.801226,37.69895,2019-05-21 15:49,ЦОДД,Кречет-С
161,"Ленинский просп., напротив д. 35, из центра, г. Москва",55.711962,37.586925,2015-08-25 05:29,ЦОДД,Кордон
162,"Косинское шоссе, П-опора, напротив МГО N108, к Новоухтомскому шоссе, г. Москва",55.708368,37.861428,2001-01-24 14:45,ЦОДД,Стрелка Плюс
163,"Щелковское ш., д.17, в центр, г. Москва",55.806477,37.767548,2006-07-14 02:48,ЦОДД,Кордон
164,"Солянский проезд, д. 4-2/5с4 по Славянской пл., г. Москва",55.753766,37.635204,2001-07-11 21:48,ГИБДД,Автодория
165,"ул.Вильгельма Пика, мост через р. Яуза, г. Москва",55.840461,37.636372,2020-02-10 18:51,ЦОДД,Стрелка-СТ
166,"Берниковская наб., напротив д. 52/16, с.2 по ул. Земляной Вал, г. Москва",55.74964,37.654131,2012-10-09 15:41,ЦОДД,Стрелка-СТ NEW
167,"ул.Енисейская, д.25, г. Москва",55.871652,37.665337,2020-11-21 21:46,ЦОДД,Стрелка-СТ NEW
168,"ул.Енисейская, д.1, с.30, г. Москва",55.852565,37.668237,2009-07-06 17:08,ЦОДД,Автодория
169,"ул.Енисейская, д.12, с.2, из центра, г. Москва",55.863035,37.661322,2019-11-21 14:42,ЦОДД,Стрелка-СТ NEW
170,"Дмитровское ш., напротив д.60, стр.8, в центр, г. Москва",55.852161,37.564513,2021-07-14 18:30,ЦОДД,Стрелка-СТ NEW
171,"ул.Енисейская, д.7А, с.3, в центр, г. Москва",55.862676,37.660749,2017-03-26 07:51,ЦОДД,Стрелка-СТ NEW
172,"ул.Плещеева, вл.4, г. Москва",55.883648,37.60466,2018-09-08 01:07,ЦОДД,Кордон
173,"ул.Ижорская, напротив д.3 стр.6, г. Москва",55.8839,37.50351,2015-08-11 18:48,МВД,Стрелка-СТ NEW
174,"Зеленый просп., д.97, г. Москва",55.750172,37.82698,2008-10-21 23:42,ЦОДД,Кордон
175,"ул.Фрязевская, пересечение с съездом с Новогиреевского путепровода, из центра, г. Москва",55.744229,37.81591,2016-12-27 05:22,ЦОДД,Автодория
176,"ул.Свободы, д.29, к.1, г. Москва",55.836398,37.453927,2012-02-29 01:23,ЦОДД,Стрелка-СТ NEW
177,"Митинский 1-Й пер., напротив д. 17, г. Москва",55.84733,37.3824,2008-03-01 00:55,ЦОДД,Стрелка-СТ
178,"ул.Тверская, д.9, г. Москва",55.759245,37.611743,2018-02-08 15:41,Частный владелец,Автоураган
179,"Мира просп., д.186Г, (дублёр), из центра, г. Москва",55.829966,37.651273,2006-02-14 08:47,ЦОДД,Стрелка-СТ NEW
180,"Каширское ш., д.108, к.1, г. Москва",55.609178,37.718135,2011-04-22 12:16,ЦОДД,Стрелка Плюс
181,"Митинский 1-Й пер., д.19, с.4, г. Москва",55.843692,37.376333,2019-06-28 12:54,ЦОДД,Стрелка-СТ NEW
182,"ул.Владимирская 3-Я, д.6, г. Москва",55.76225,37.78543,2016-07-05 15:14,ЦОДД,Стрелка-СТ
183,"Варшавское ш., у вл.172А с.1, из центра, г. Москва",55.55497,37.587192,2004-11-21 04:37,ЦОДД,Кордон
184,"ул.Дубравная, напротив д. 34/29, г. Москва",55.846639,37.360265,2020-02-18 14:28,ЦОДД,Стрелка-СТ NEW
185,"Севастопольский просп., д.20А, из центра, г. Москва",55.682021,37.597926,2005-12-30 12:39,ЦОДД,Автодория
186,"Щелковское ш., д.87, к.1, в центр, г. Москва",55.811816,37.820098,2008-02-07 00:59,ЦОДД,Стрелка-СТ
187,"ул.Фестивальная, д.48, г. Москва",55.864085,37.509583,2017-07-16 12:53,МВД,Автодория
188,"Глебовский мост, пересечение с Русаковской наб., г. Москва",55.801161,37.697835,2012-07-15 03:13,ЦОДД,Кордон
189,"ул.Кравченко, д.12А, г. Москва",55.67756,37.516043,2006-04-21 14:39,ЦОДД,Стрелка-СТ
190,"Батайский проезд, д.47, г. Москва",55.643179,37.736684,2018-07-13 18:40,ЦОДД,Стрелка-СТ NEW
191,"Волгоградский просп., д.119/22, пересечение с Жигулевской улицей, г. Москва",55.70571,37.764073,2004-02-19 07:58,ЦОДД,Стрелка-СТ
192,"ул.Металлургов, напротив д.48, г. Москва",55.760944,37.800732,2005-06-06 13:41,ГИБДД,Стрелка-СТ
193,"ул.Стромынка, д.22, Матросский мост, из центра, г. Москва",55.794802,37.703084,2015-11-03 13:37,ЦОДД,Автодория
194,"Ленинский просп., в направлении центра, в районе д.4 к.3 по ул. Обручева, г. Москва",55.660706,37.505266,2015-06-05 17:35,ЦОДД,Стрелка-СТ NEW
195,"Вернадского просп., (дублер), вл.10, из центра, г. Москва",55.686945,37.524097,2011-10-09 08:05,ЦОДД,Стрелка-СТ NEW
